Feature,Importance,Unnamed: 0,node,source,fa_score,la_score,abs_fa_score,abs_la_score,feature_name
"class_tuple_Count_('GBIF:367', 'Arachnida')",0.00547343895761891,52,"('GBIF:367', 'Arachnida')",class,0.1,-0.3625,0.1,0.3625,"class_tuple_Count_('GBIF:367', 'Arachnida')"
LDATopics_L0,0.005435247857887777,7927,L0,tdt_lda,-0.08490566,-0.471698113,0.08490566,0.4716981132075472,LDATopics_L0
"order_tuple_Count_('GBIF:731', 'Artiodactyla')",0.005284866202762819,133,"('GBIF:731', 'Artiodactyla')",order,0.1962025316455696,-0.550632911,0.1962025316455696,0.5506329113924051,"order_tuple_Count_('GBIF:731', 'Artiodactyla')"
LDATopics_L43,0.005234481136284171,7921,L43,tdt_lda,0.069444444,-0.421296296,0.069444444,0.4212962962962963,LDATopics_L43
"family_tuple_Count_('GBIF:7336', 'Cyprinidae')",0.005002109716000343,371,"('GBIF:7336', 'Cyprinidae')",family,0.1,-0.445454545,0.1,0.4454545454545454,"family_tuple_Count_('GBIF:7336', 'Cyprinidae')"
LDATopics_L55,0.004739422429855932,7964,L55,tdt_lda,0.1041666666666666,-0.135416667,0.1041666666666666,0.1354166666666666,LDATopics_L55
"class_tuple_Count_('GBIF:212', 'Aves')",0.004541899496164251,44,"('GBIF:212', 'Aves')",class,-0.333333333,-0.519047619,0.3333333333333333,0.5190476190476191,"class_tuple_Count_('GBIF:212', 'Aves')"
"family_tuple_Count_('GBIF:4334', 'Apidae')",0.00452424209367861,389,"('GBIF:4334', 'Apidae')",family,0.1973684210526315,-0.486842105,0.1973684210526315,0.4868421052631579,"family_tuple_Count_('GBIF:4334', 'Apidae')"
LDATopics_L18,0.004397270906825392,7925,L18,tdt_lda,-0.169902913,-0.483009709,0.1699029126213592,0.4830097087378641,LDATopics_L18
LDATopics_L2,0.004391895591788495,7919,L2,tdt_lda,0.119047619047619,-0.30952381,0.119047619047619,0.3095238095238095,LDATopics_L2
"kingdom_tuple_Count_('GBIF:5', 'Fungi')",0.004369035025698968,2,"('GBIF:5', 'Fungi')",kingdom,0.0454545454545454,-0.284090909,0.0454545454545454,0.2840909090909091,"kingdom_tuple_Count_('GBIF:5', 'Fungi')"
BERTopics_B32,0.00436846971984821,7851,B32,tdt_bt,0.1769230769230769,-0.315384615,0.1769230769230769,0.3153846153846154,BERTopics_B32
LDATopics_L40,0.004339370850243112,7920,L40,tdt_lda,-0.119444444,-0.491666667,0.1194444444444444,0.4916666666666666,LDATopics_L40
LDATopics_L44,0.004327305112136161,7926,L44,tdt_lda,-0.103448276,-0.448275862,0.1034482758620689,0.4482758620689655,LDATopics_L44
LDATopics_L32,0.004313248183875754,7906,L32,tdt_lda,0.1981132075471698,-0.29245283,0.1981132075471698,0.2924528301886792,LDATopics_L32
"genus_tuple_Count_('GBIF:1334757', 'Apis')",0.004298438262976923,1409,"('GBIF:1334757', 'Apis')",genus,0.25,-0.45,0.25,0.45,"genus_tuple_Count_('GBIF:1334757', 'Apis')"
LDATopics_L30,0.004276351391609725,7905,L30,tdt_lda,-0.101123596,-0.342696629,0.1011235955056179,0.3426966292134831,LDATopics_L30
LDATopics_L16,0.004175127130428816,7967,L16,tdt_lda,-0.35,-0.607142857,0.35,0.6071428571428571,LDATopics_L16
"family_tuple_Count_('GBIF:3073', 'Poaceae')",0.004154541616400395,428,"('GBIF:3073', 'Poaceae')",family,0.077380952,-0.369047619,0.077380952,0.369047619047619,"family_tuple_Count_('GBIF:3073', 'Poaceae')"
"phylum_tuple_Count_('GBIF:111', 'Proteobacteria')",0.004123816672946428,17,"('GBIF:111', 'Proteobacteria')",phylum,0.3888888888888889,-0.666666667,0.3888888888888889,0.6666666666666666,"phylum_tuple_Count_('GBIF:111', 'Proteobacteria')"
"order_tuple_Count_('GBIF:1370', 'Fabales')",0.004121093621721466,120,"('GBIF:1370', 'Fabales')",order,0.064705882,-0.247058824,0.064705882,0.2470588235294117,"order_tuple_Count_('GBIF:1370', 'Fabales')"
LDATopics_L63,0.0041065399063874,7944,L63,tdt_lda,-0.130630631,-0.274774775,0.1306306306306306,0.2747747747747748,LDATopics_L63
LDATopics_L61,0.004096861821925473,7917,L61,tdt_lda,-0.088757396,-0.25443787,0.088757396,0.2544378698224852,LDATopics_L61
LDATopics_L60,0.00406057629672061,7909,L60,tdt_lda,-0.278761062,-0.513274336,0.2787610619469026,0.5132743362831859,LDATopics_L60
"order_tuple_Count_('GBIF:7225535', 'Brassicales')",0.003903308808925703,156,"('GBIF:7225535', 'Brassicales')",order,0.1721311475409836,-0.204918033,0.1721311475409836,0.2049180327868852,"order_tuple_Count_('GBIF:7225535', 'Brassicales')"
"family_tuple_Count_('GBIF:5483', 'Hominidae')",0.003898935226257542,470,"('GBIF:5483', 'Hominidae')",family,0.1808510638297872,-0.191489362,0.1808510638297872,0.1914893617021276,"family_tuple_Count_('GBIF:5483', 'Hominidae')"
"family_tuple_Count_('GBIF:6664', 'Salicaceae')",0.003887474880820938,418,"('GBIF:6664', 'Salicaceae')",family,0.34375,-0.0625,0.34375,0.0625,"family_tuple_Count_('GBIF:6664', 'Salicaceae')"
"order_tuple_Count_('GBIF:1153', 'Cypriniformes')",0.003873553572009642,105,"('GBIF:1153', 'Cypriniformes')",order,0.1666666666666666,-0.583333333,0.1666666666666666,0.5833333333333334,"order_tuple_Count_('GBIF:1153', 'Cypriniformes')"
"order_tuple_Count_('GBIF:1369', 'Poales')",0.003842604045142137,123,"('GBIF:1369', 'Poales')",order,0.1021505376344086,-0.349462366,0.1021505376344086,0.3494623655913978,"order_tuple_Count_('GBIF:1369', 'Poales')"
LDATopics_L57,0.003840231680323658,7908,L57,tdt_lda,-0.114678899,-0.408256881,0.1146788990825688,0.4082568807339449,LDATopics_L57
BERTopics_B4,0.003814301512458504,7854,B4,tdt_bt,0.0125,-0.70625,0.0125,0.70625,BERTopics_B4
"family_tuple_Count_('GBIF:5386', 'Fabaceae')",0.003805762935143167,397,"('GBIF:5386', 'Fabaceae')",family,-0.00877193,-0.276315789,0.00877193,0.2763157894736842,"family_tuple_Count_('GBIF:5386', 'Fabaceae')"
LDATopics_L66,0.003756868577706566,7955,L66,tdt_lda,-0.174479167,-0.4453125,0.1744791666666666,0.4453125,LDATopics_L66
"family_tuple_Count_('GBIF:9167', 'Ixodidae')",0.003717452492439443,425,"('GBIF:9167', 'Ixodidae')",family,0.1862745098039215,-0.588235294,0.1862745098039215,0.5882352941176471,"family_tuple_Count_('GBIF:9167', 'Ixodidae')"
LDATopics_L53,0.003693394264822697,7922,L53,tdt_lda,-0.064655172,-0.387931034,0.064655172,0.3879310344827586,LDATopics_L53
LDATopics_L50,0.003678862656598512,7913,L50,tdt_lda,-0.127586207,-0.451724138,0.1275862068965517,0.4517241379310345,LDATopics_L50
"order_tuple_Count_('GBIF:1313', 'Salmoniformes')",0.003650250098036114,144,"('GBIF:1313', 'Salmoniformes')",order,-0.007936508,-0.373015873,0.007936508,0.373015873,"order_tuple_Count_('GBIF:1313', 'Salmoniformes')"
LDATopics_L45,0.003625646806931767,7963,L45,tdt_lda,-0.195512821,-0.5,0.1955128205128205,0.5,LDATopics_L45
BERTopics_B11,0.003579770693884449,7840,B11,tdt_bt,-0.094017094,-0.314102564,0.094017094,0.3141025641025641,BERTopics_B11
"genus_tuple_Count_('GBIF:8326529', 'Ixodes')",0.003540582011708866,1450,"('GBIF:8326529', 'Ixodes')",genus,0.21,-0.58,0.21,0.58,"genus_tuple_Count_('GBIF:8326529', 'Ixodes')"
BERTopics_B6,0.003479775319463942,7853,B6,tdt_bt,-0.402173913,-0.630434783,0.4021739130434782,0.6304347826086957,BERTopics_B6
"genus_tuple_Count_('GBIF:3040183', 'Populus')",0.003457564736070736,1443,"('GBIF:3040183', 'Populus')",genus,0.3461538461538461,-0.115384615,0.3461538461538461,0.1153846153846153,"genus_tuple_Count_('GBIF:3040183', 'Populus')"
LDATopics_L1,0.003430149315145829,7937,L1,tdt_lda,-0.051401869,-0.556074766,0.051401869,0.5560747663551402,LDATopics_L1
"class_tuple_Count_('GBIF:196', 'Liliopsida')",0.003322138140417159,47,"('GBIF:196', 'Liliopsida')",class,0.047169811,-0.363207547,0.047169811,0.3632075471698113,"class_tuple_Count_('GBIF:196', 'Liliopsida')"
"family_tuple_Count_('GBIF:3065', 'Asteraceae')",0.003299767916527672,381,"('GBIF:3065', 'Asteraceae')",family,-0.052884615,-0.379807692,0.0528846153846153,0.3798076923076923,"family_tuple_Count_('GBIF:3065', 'Asteraceae')"
BERTopics_B5,0.003288842656028521,7834,B5,tdt_bt,-0.220963173,-0.430594901,0.2209631728045325,0.4305949008498583,BERTopics_B5
"order_tuple_Count_('GBIF:1353', 'Ericales')",0.003262633864520081,198,"('GBIF:1353', 'Ericales')",order,0.4393939393939394,-0.636363636,0.4393939393939394,0.6363636363636364,"order_tuple_Count_('GBIF:1353', 'Ericales')"
LDATopics_L29,0.003262218850599198,7904,L29,tdt_lda,-0.403846154,-0.490384615,0.4038461538461538,0.4903846153846153,LDATopics_L29
"class_tuple_Count_('GBIF:362', 'Gammaproteobacteria')",0.003247464042975436,75,"('GBIF:362', 'Gammaproteobacteria')",class,0.4285714285714285,-0.714285714,0.4285714285714285,0.7142857142857143,"class_tuple_Count_('GBIF:362', 'Gammaproteobacteria')"
LDATopics_L35,0.003230638159942728,7939,L35,tdt_lda,-0.122302158,-0.525179856,0.1223021582733813,0.5251798561151079,LDATopics_L35
"order_tuple_Count_('GBIF:414', 'Asterales')",0.003202255341729019,136,"('GBIF:414', 'Asterales')",order,-0.032051282,-0.442307692,0.032051282,0.4423076923076923,"order_tuple_Count_('GBIF:414', 'Asterales')"
BERTopics_B9,0.003190319361240435,7835,B9,tdt_bt,0.2261904761904762,-0.452380952,0.2261904761904762,0.4523809523809524,BERTopics_B9
LDATopics_L4,0.003190173415111622,7899,L4,tdt_lda,-0.110091743,-0.509174312,0.110091743119266,0.5091743119266054,LDATopics_L4
LDATopics_L21,0.003185348836182565,7902,L21,tdt_lda,-0.149253731,-0.358208955,0.1492537313432835,0.3582089552238806,LDATopics_L21
"order_tuple_Count_('GBIF:933', 'Sapindales')",0.003176520426727737,122,"('GBIF:933', 'Sapindales')",order,0.1612903225806451,-0.387096774,0.1612903225806451,0.3870967741935484,"order_tuple_Count_('GBIF:933', 'Sapindales')"
LDATopics_L46,0.003153790198769666,7912,L46,tdt_lda,-0.251748252,-0.370629371,0.2517482517482518,0.3706293706293706,LDATopics_L46
"order_tuple_Count_('GBIF:809', 'Hemiptera')",0.003112183924504075,103,"('GBIF:809', 'Hemiptera')",order,0.2037037037037037,-0.37037037,0.2037037037037037,0.3703703703703703,"order_tuple_Count_('GBIF:809', 'Hemiptera')"
"order_tuple_Count_('GBIF:422', 'Caryophyllales')",0.003105204004191044,157,"('GBIF:422', 'Caryophyllales')",order,0.2428571428571428,-0.442857143,0.2428571428571428,0.4428571428571428,"order_tuple_Count_('GBIF:422', 'Caryophyllales')"
LDATopics_L48,0.003080704332335576,7954,L48,tdt_lda,-0.285714286,-0.635338346,0.2857142857142857,0.6353383458646616,LDATopics_L48
LDATopics_L6,0.003078728839875967,7930,L6,tdt_lda,-0.073275862,-0.426724138,0.073275862,0.4267241379310345,LDATopics_L6
"family_tuple_Count_('GBIF:8615', 'Salmonidae')",0.00304483863351739,457,"('GBIF:8615', 'Salmonidae')",family,-0.018292683,-0.384146341,0.0182926829268292,0.3841463414634146,"family_tuple_Count_('GBIF:8615', 'Salmonidae')"
LDATopics_L5,0.00303819193369632,7924,L5,tdt_lda,-0.171641791,-0.485074627,0.1716417910447761,0.4850746268656716,LDATopics_L5
"family_tuple_Count_('GBIF:3112', 'Brassicaceae')",0.003007311895988636,483,"('GBIF:3112', 'Brassicaceae')",family,-0.029761905,-0.31547619,0.029761905,0.3154761904761904,"family_tuple_Count_('GBIF:3112', 'Brassicaceae')"
"order_tuple_Count_('GBIF:1354', 'Fagales')",0.002980916540701864,130,"('GBIF:1354', 'Fagales')",order,-0.05,-0.36,0.05,0.36,"order_tuple_Count_('GBIF:1354', 'Fagales')"
"family_tuple_Count_('GBIF:3704', 'Moridae')",0.002980405809444067,513,"('GBIF:3704', 'Moridae')",family,0.4285714285714285,-0.071428571,0.4285714285714285,0.071428571,"family_tuple_Count_('GBIF:3704', 'Moridae')"
"order_tuple_Count_('GBIF:10801383', 'Enterobacterales')",0.002975776974110474,199,"('GBIF:10801383', 'Enterobacterales')",order,0.6,-0.6,0.6,0.6,"order_tuple_Count_('GBIF:10801383', 'Enterobacterales')"
"order_tuple_Count_('GBIF:732', 'Carnivora')",0.002953410506751061,111,"('GBIF:732', 'Carnivora')",order,0.0461538461538461,-0.323076923,0.0461538461538461,0.3230769230769231,"order_tuple_Count_('GBIF:732', 'Carnivora')"
LDATopics_L37,0.002931234735848027,7933,L37,tdt_lda,-0.266917293,-0.533834586,0.2669172932330827,0.5338345864661654,LDATopics_L37
"phylum_tuple_Count_('GBIF:95', 'Ascomycota')",0.002931011467028662,18,"('GBIF:95', 'Ascomycota')",phylum,0.066666667,-0.183333333,0.066666667,0.1833333333333333,"phylum_tuple_Count_('GBIF:95', 'Ascomycota')"
"order_tuple_Count_('GBIF:729', 'Passeriformes')",0.002877769075307036,110,"('GBIF:729', 'Passeriformes')",order,-0.163157895,-0.478947368,0.1631578947368421,0.4789473684210526,"order_tuple_Count_('GBIF:729', 'Passeriformes')"
"order_tuple_Count_('GBIF:408', 'Lamiales')",0.002849192087817922,140,"('GBIF:408', 'Lamiales')",order,0.1319444444444444,-0.388888889,0.1319444444444444,0.3888888888888889,"order_tuple_Count_('GBIF:408', 'Lamiales')"
"genus_tuple_Count_('GBIF:7967293', 'Amblyomma')",0.002845761374545398,1452,"('GBIF:7967293', 'Amblyomma')",genus,0.25,-0.5,0.25,0.5,"genus_tuple_Count_('GBIF:7967293', 'Amblyomma')"
"genus_tuple_Count_('GBIF:2684241', 'Pinus')",0.002823841683047568,1435,"('GBIF:2684241', 'Pinus')",genus,0.0138888888888888,-0.326388889,0.0138888888888888,0.3263888888888889,"genus_tuple_Count_('GBIF:2684241', 'Pinus')"
"family_tuple_Count_('GBIF:2420', 'Plantaginaceae')",0.002821460696253319,559,"('GBIF:2420', 'Plantaginaceae')",family,0.5,-0.260869565,0.5,0.2608695652173913,"family_tuple_Count_('GBIF:2420', 'Plantaginaceae')"
LDATopics_L27,0.002819183297610135,7934,L27,tdt_lda,-0.205607477,-0.490654206,0.205607477,0.4906542056074766,LDATopics_L27
"class_tuple_Count_('GBIF:359', 'Mammalia')",0.002806975856936129,45,"('GBIF:359', 'Mammalia')",class,-0.016806723,-0.420168067,0.016806723,0.4201680672268907,"class_tuple_Count_('GBIF:359', 'Mammalia')"
LDATopics_L33,0.002790100881799788,7942,L33,tdt_lda,-0.015789474,-0.4,0.0157894736842105,0.4,LDATopics_L33
LDATopics_L42,0.002785507664967248,7958,L42,tdt_lda,0.5,-0.25,0.5,0.25,LDATopics_L42
"order_tuple_Count_('GBIF:811', 'Diptera')",0.002777287291006376,114,"('GBIF:811', 'Diptera')",order,0.12,-0.17,0.12,0.17,"order_tuple_Count_('GBIF:811', 'Diptera')"
LDATopics_L36,0.002708612753329559,7936,L36,tdt_lda,0.0434782608695652,-0.489130435,0.0434782608695652,0.4891304347826087,LDATopics_L36
LDATopics_L41,0.002703244128577264,7947,L41,tdt_lda,0.071428571,-0.313186813,0.071428571,0.3131868131868132,LDATopics_L41
LDATopics_L8,0.002688229325581515,7949,L8,tdt_lda,-0.224806202,-0.372093023,0.2248062015503876,0.3720930232558139,LDATopics_L8
"order_tuple_Count_('GBIF:691', 'Rosales')",0.002680552277152801,125,"('GBIF:691', 'Rosales')",order,0.097402597,-0.350649351,0.097402597,0.3506493506493506,"order_tuple_Count_('GBIF:691', 'Rosales')"
"order_tuple_Count_('GBIF:1425', 'Ixodida')",0.002652578561896732,135,"('GBIF:1425', 'Ixodida')",order,0.1744186046511628,-0.558139535,0.1744186046511628,0.5581395348837209,"order_tuple_Count_('GBIF:1425', 'Ixodida')"
"order_tuple_Count_('GBIF:640', 'Pinales')",0.002632701727938697,126,"('GBIF:640', 'Pinales')",order,0.02247191,-0.331460674,0.02247191,0.3314606741573033,"order_tuple_Count_('GBIF:640', 'Pinales')"
"family_tuple_Count_('GBIF:7782', 'Coccinellidae')",0.002628039605634645,427,"('GBIF:7782', 'Coccinellidae')",family,0.6333333333333333,-0.133333333,0.6333333333333333,0.1333333333333333,"family_tuple_Count_('GBIF:7782', 'Coccinellidae')"
"genus_tuple_Count_('GBIF:2347608', 'Salmo')",0.002604876551941375,1509,"('GBIF:2347608', 'Salmo')",genus,-0.063829787,-0.287234043,0.063829787,0.2872340425531915,"genus_tuple_Count_('GBIF:2347608', 'Salmo')"
LDATopics_L26,0.002581256277732682,7932,L26,tdt_lda,0.073170732,-0.292682927,0.073170732,0.2926829268292683,LDATopics_L26
"kingdom_tuple_Count_('GBIF:3', 'Bacteria')",0.002576406068891232,4,"('GBIF:3', 'Bacteria')",kingdom,0.2333333333333333,-0.516666667,0.2333333333333333,0.5166666666666667,"kingdom_tuple_Count_('GBIF:3', 'Bacteria')"
"family_tuple_Count_('GBIF:2416', 'Polygonaceae')",0.002562020230742282,431,"('GBIF:2416', 'Polygonaceae')",family,0.625,-0.35,0.625,0.35,"family_tuple_Count_('GBIF:2416', 'Polygonaceae')"
"genus_tuple_Count_('GBIF:2877951', 'Quercus')",0.002558821419663846,1440,"('GBIF:2877951', 'Quercus')",genus,-0.017045455,-0.380681818,0.0170454545454545,0.3806818181818182,"genus_tuple_Count_('GBIF:2877951', 'Quercus')"
"family_tuple_Count_('GBIF:3925', 'Pinaceae')",0.002534312188685065,412,"('GBIF:3925', 'Pinaceae')",family,-0.11,-0.325,0.11,0.325,"family_tuple_Count_('GBIF:3925', 'Pinaceae')"
"family_tuple_Count_('GBIF:4689', 'Fagaceae')",0.00252974501039138,416,"('GBIF:4689', 'Fagaceae')",family,-0.083333333,-0.333333333,0.083333333,0.3333333333333333,"family_tuple_Count_('GBIF:4689', 'Fagaceae')"
LDATopics_L51,0.002515924256091402,7943,L51,tdt_lda,-0.147959184,-0.433673469,0.1479591836734693,0.4336734693877551,LDATopics_L51
"genus_tuple_Count_('GBIF:2721893', 'Carex')",0.00250363381765775,2127,"('GBIF:2721893', 'Carex')",genus,0.3809523809523809,-0.357142857,0.3809523809523809,0.3571428571428571,"genus_tuple_Count_('GBIF:2721893', 'Carex')"
"family_tuple_Count_('GBIF:9614', 'Bovidae')",0.002497931069834595,433,"('GBIF:9614', 'Bovidae')",family,0.1607142857142857,-0.526785714,0.1607142857142857,0.5267857142857143,"family_tuple_Count_('GBIF:9614', 'Bovidae')"
LDATopics_L3,0.002460307389417071,7966,L3,tdt_lda,-0.097560976,-0.5,0.097560976,0.5,LDATopics_L3
"order_tuple_Count_('GBIF:399', 'Ranunculales')",0.002445679056485519,236,"('GBIF:399', 'Ranunculales')",order,0.3947368421052631,-0.421052632,0.3947368421052631,0.4210526315789473,"order_tuple_Count_('GBIF:399', 'Ranunculales')"
LDATopics_L10,0.002387179559593115,7900,L10,tdt_lda,-0.133333333,-0.511111111,0.1333333333333333,0.5111111111111111,LDATopics_L10
"order_tuple_Count_('GBIF:1459', 'Rodentia')",0.002345111063695503,158,"('GBIF:1459', 'Rodentia')",order,-0.057692308,-0.384615385,0.0576923076923076,0.3846153846153846,"order_tuple_Count_('GBIF:1459', 'Rodentia')"
"class_tuple_Count_('GBIF:11592253', 'Squamata')",0.002263175400674172,48,"('GBIF:11592253', 'Squamata')",class,-0.416666667,-0.333333333,0.4166666666666667,0.3333333333333333,"class_tuple_Count_('GBIF:11592253', 'Squamata')"
"order_tuple_Count_('GBIF:549', 'Gadiformes')",0.002236976633462285,168,"('GBIF:549', 'Gadiformes')",order,0.28,-0.1,0.28,0.1,"order_tuple_Count_('GBIF:549', 'Gadiformes')"
"order_tuple_Count_('GBIF:9485611', 'Ostreida')",0.002192512217358926,257,"('GBIF:9485611', 'Ostreida')",order,0.5833333333333334,-0.333333333,0.5833333333333334,0.3333333333333333,"order_tuple_Count_('GBIF:9485611', 'Ostreida')"
"kingdom_tuple_Count_('GBIF:4', 'Chromista')",0.00218976730164131,3,"('GBIF:4', 'Chromista')",kingdom,-0.102272727,-0.431818182,0.1022727272727272,0.4318181818181818,"kingdom_tuple_Count_('GBIF:4', 'Chromista')"
"family_tuple_Count_('GBIF:6685', 'Malvaceae')",0.002045186175783916,391,"('GBIF:6685', 'Malvaceae')",family,0.0612244897959183,-0.265306122,0.0612244897959183,0.2653061224489796,"family_tuple_Count_('GBIF:6685', 'Malvaceae')"
LDATopics_L49,0.002001977259101748,7940,L49,tdt_lda,-0.020408163,-0.336734694,0.020408163,0.336734694,LDATopics_L49
"family_tuple_Count_('GBIF:7708', 'Cyperaceae')",0.001993369267855412,607,"('GBIF:7708', 'Cyperaceae')",family,0.1481481481481481,-0.388888889,0.1481481481481481,0.3888888888888889,"family_tuple_Count_('GBIF:7708', 'Cyperaceae')"
"order_tuple_Count_('GBIF:734', 'Chiroptera')",0.001984865191155369,149,"('GBIF:734', 'Chiroptera')",order,0.625,-0.416666667,0.625,0.4166666666666667,"order_tuple_Count_('GBIF:734', 'Chiroptera')"
